ID,sentiment,content
31508,joy,Pre-game nerves have settled in ðŸ˜± i'l be #cheering from home guys ðŸ”´âšªï¸ðŸ™ŒðŸ»ðŸ‰ #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport
31509,joy,Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political ðŸ’¤.
31510,joy,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS"
31511,joy,"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight  #quote"
31512,joy,"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote"
31513,joy,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. #hilarity
31514,joy,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. 
31515,joy,Her charm is liveliness but this is also her weakness.
31516,joy,Want Darren to open the video so he can appreciate my hilarity
31517,joy,Okay~ #deepbreathes â˜ºï¸ we can do this @sydneyswans ðŸ’ªðŸ»ðŸ”´âšªï¸ #cheer #cheer &amp; see you on the other side peeps â¤ï¸ #AFLCatsSwans #ProudlySydney
31518,joy,Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = #hilarity!
31519,joy,Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !
31520,joy,"@FaultlessFacade &lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;"
31521,joy,And thus begins my 2 week holiday! ðŸ˜ðŸ˜\n#holiday #cheering #ghastinoir #rest
31522,joy,And thus begins my 2 week holiday! ðŸ˜ðŸ˜\n #holiday  #ghastinoir #rest
31523,joy,#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! ðŸ™Œ
31524,joy,@T_newhouse13 as granny would say I don't know how to chirp
31525,joy,"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off."
31526,joy,"@Girlandlurchers Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x"
31527,joy,@enews #breezy deserve it..
31528,joy,@simmy_hanley @Schrise also a #delight
31529,joy,@simmy_hanley @Schrise also a 
31530,joy,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone
31531,joy,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.
31532,joy,"@veryeloise your gunna make me cry, I need a glee day"
31533,joy,is it bad that kurt is literally me..? #glee
31534,joy,is it bad that kurt is literally me..? 
31535,joy,Whatever you decide to do make sure it makes you #happy.
31536,joy,Whatever you decide to do make sure it makes you .
31537,joy,Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness
31538,joy,"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)"
31539,joy,Treat joy and laughter as a form of worship and spiritual warfare!  #live #victory #worship
31540,joy,Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship
31541,joy,"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate"
31542,joy,"#PeopleLikeMeBecause    People are using this hashtag to brag about themselves.  I'm not interested in pleasing others, but in pleasing God."
31543,joy,The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear
31544,joy,ari looks hilarious oh my g d this is too much
31545,joy,The people that call in to POV on KX4 make my night. #hilarious
31546,joy,The people that call in to POV on KX4 make my night. 
31547,joy,hilarity ensues
31548,joy,5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc
31549,joy,"Beings in my physical reality are my reflection, so me being always joyful extends to their lives."
31550,joy,@XGames looks exhilarating! Looking forward to seeing ðŸ‘ðŸ¼
31551,joy,Like I said âž¡ there's plenty of cheddar in the cheese to go around! For everyone. â˜º 
31552,joy,Like I said âž¡ there's plenty of cheddar in the cheese to go around! For everyone. â˜º #smile
31553,joy,Howling with laughter at â€œWELL DONE BEZZA!â€ #bakeoff #GBBO
31554,joy,"@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]"
31555,joy,"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet"
31556,joy,"@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!"
31557,joy,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*
31558,joy,"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully."
31559,joy,"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling."
31560,joy,@MrsTaraX @PlateGotAte YES! I am rejoicing
31561,joy,Sometimes I get to sit back and be proud of myself for pleasing Him so well.
31562,joy,@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.
31563,joy,@JackHoward the Christmas episode genuinely had me in tears of laughter
31564,joy,i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy.
31565,joy,@julwhite chirp chirp! :)
31566,joy,@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look)
31567,joy,@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P
31568,joy,@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸŽ‰ðŸŽŠ #chapter22 #bdaygirl  #love
31569,joy,@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸŽ‰ðŸŽŠ #chapter22 #bdaygirl #happy #love
31570,joy,@carras16 still bright âœ¨
31571,joy,Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse
31572,joy,Sanatana Lopez is definitely me ðŸ˜‚ #glee
31573,joy,Sanatana Lopez is definitely me ðŸ˜‚ 
31574,joy,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism
31575,joy,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them 
31576,joy,Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.
31577,joy,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded
31578,joy,@andiymouse @jordana_brown @F1ghtCamp I'm sure he'll do just fine. He can always change to #beer or #cheer squad
31579,joy,How do adults remain jovial amidst all the bad news?
31580,joy,"I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny, and I know it's because YOU love them!"
31581,joy,Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.
31582,joy,So I survived spin....trying to get down the stairs was hilarious tho #jellylegs ðŸ˜‚ðŸ˜‚
31583,joy,Will be a lively evening at ot that one.
31584,joy,Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX
31585,joy,@WuffinArts :c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart.
31586,joy,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures!  #dental
31587,joy,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental
31588,joy,Well that draw is lively! #EFLCup
31589,joy,"laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u"
31590,joy,I got so much fan's on here! Y'all and vixx keep me smiling â¤â¤â¤
31591,joy,#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...
31592,joy,@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings
31593,joy,I don't fuck with people who don't smile back at me in corridors
31594,joy,@lakeline I still find you pleasing.
31595,joy,"We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails"
31596,joy,"Dehydrated, exhausted, stressed but still blessed. "
31597,joy,"Dehydrated, exhausted, stressed but still blessed. #optimism"
31598,joy,Will WHU be old bill free by the time the game with Chelsea comes around? ðŸ˜‚ ðŸ˜‚ ðŸ˜‚\nThat will be lively to say the least\n#AFC
31599,joy,when u havent learned to swim ðŸ¤” but you keep working out so you're denser and less buoyant ðŸ˜ž but swimming is scary ðŸ¤” but also u cant swim ðŸ˜ž
31600,joy,semores: let's get this. #mirth #SAW #keepthetradition ðŸ’œðŸ’›âš›ðŸµðŸ‡ðŸ‹ðŸŒ¼ðŸ¤ðŸ¥ðŸ‘šðŸ˜ˆðŸ˜ˆðŸ‘¾ðŸ§€
31601,joy,"@Senpai_Vanilla This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack."
31602,joy,@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!
31603,joy,#Sports Top seed Johnson chases double delight at Tour Championship
31604,joy,This meth documentary is exhilarating
31605,joy,You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.
31606,joy,"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently."
31607,joy,"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday."
31608,joy,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots
31609,joy,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots
31610,joy,Being #happy means letting go of the clinging and attachment to things in your life. #WednesdayWisdom #life
31611,joy,"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie"
31612,joy,I refuse to be a chirp chirp girl
31613,joy,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.
31614,joy,"While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying..."
31615,joy,Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable
40860,sadness,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher
40861,sadness,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher
40862,sadness,HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!
40863,sadness,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA
40864,sadness,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better
40865,sadness,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me ðŸ˜
40866,sadness,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply."
